Date-Time,"Space Temperature (No Units)"
2024-12-13 02:34:35,69
2024-12-13 02:39:35,69
2024-12-13 02:44:35,69
2024-12-13 02:49:35,69
2024-12-13 02:54:35,69
2024-12-13 02:59:35,69
2024-12-13 03:04:35,69
2024-12-13 03:09:35,69
2024-12-13 03:14:35,69
2024-12-13 03:19:35,69
2024-12-13 03:24:35,69
2024-12-13 03:29:35,69
2024-12-13 03:34:35,69
2024-12-13 03:39:35,69
2024-12-13 03:44:35,69
2024-12-13 03:49:35,69
2024-12-13 03:54:35,69
2024-12-13 03:59:35,69
2024-12-13 04:04:35,69
2024-12-13 04:09:35,69
2024-12-13 04:14:35,69
2024-12-13 04:19:35,69
2024-12-13 04:24:35,69
2024-12-13 04:29:35,69
2024-12-13 04:34:35,69
2024-12-13 04:39:35,69
2024-12-13 04:44:35,69
2024-12-13 04:49:35,69
2024-12-13 04:54:35,69
2024-12-13 04:59:35,69
2024-12-13 05:04:35,69
2024-12-13 05:09:35,69
2024-12-13 05:14:35,69
2024-12-13 05:19:35,69
2024-12-13 05:24:35,69
2024-12-13 05:29:35,69
2024-12-13 05:34:35,69
2024-12-13 05:39:35,69
2024-12-13 05:44:35,69
2024-12-13 05:49:35,69
2024-12-13 05:54:35,69
2024-12-13 05:59:35,69
2024-12-13 06:04:35,69
2024-12-13 06:09:35,69
2024-12-13 06:14:35,68.5
2024-12-13 06:19:35,68.5
2024-12-13 06:24:35,69
2024-12-13 06:29:35,69
2024-12-13 06:34:35,68.5
2024-12-13 06:39:36,68.5
2024-12-13 06:44:35,69
2024-12-13 06:49:35,69
2024-12-13 06:54:35,68.5
2024-12-13 06:59:36,68.5
2024-12-13 07:04:35,68.5
2024-12-13 07:09:35,69
2024-12-13 07:14:35,69
2024-12-13 07:19:35,68.5
2024-12-13 07:24:35,69
2024-12-13 07:29:35,69
2024-12-13 07:34:35,69
2024-12-13 07:39:35,68.5
2024-12-13 07:44:35,69
2024-12-13 07:49:35,69
2024-12-13 07:54:35,68.5
2024-12-13 07:59:35,69
2024-12-13 08:04:35,69
2024-12-13 08:09:35,69
2024-12-13 08:14:35,69
2024-12-13 08:19:35,69
2024-12-13 08:24:35,69
2024-12-13 08:29:35,69
2024-12-13 08:34:35,69
2024-12-13 08:39:35,68.5
2024-12-13 08:44:35,68.5
2024-12-13 08:49:35,69
2024-12-13 08:54:35,69
2024-12-13 08:59:35,69
2024-12-13 09:04:35,69
2024-12-13 09:09:35,69
2024-12-13 09:14:35,69
2024-12-13 09:19:35,69
2024-12-13 09:24:35,68.5
2024-12-13 09:29:35,68.5
2024-12-13 09:34:35,69
2024-12-13 09:39:35,69
2024-12-13 09:44:35,68.5
2024-12-13 09:49:35,69
2024-12-13 09:54:35,69
2024-12-13 09:59:35,69
2024-12-13 10:04:35,68.5
2024-12-13 10:09:35,69
2024-12-13 10:14:35,69
2024-12-13 10:19:35,69
2024-12-13 10:24:35,69
2024-12-13 10:29:35,69
2024-12-13 10:34:35,69
2024-12-13 10:39:35,69
2024-12-13 10:44:36,69
2024-12-13 10:49:35,69
2024-12-13 10:54:35,69
2024-12-13 10:59:35,69
2024-12-13 11:04:35,69
2024-12-13 11:09:35,69
2024-12-13 11:14:35,68.5
2024-12-13 11:19:35,68.5
2024-12-13 11:24:35,69
2024-12-13 11:29:35,69
2024-12-13 11:34:35,68.5
2024-12-13 11:39:35,68.5
2024-12-13 11:44:35,69
2024-12-13 11:49:35,69
2024-12-13 11:54:35,69
2024-12-13 11:59:35,69
2024-12-13 12:04:35,69
2024-12-13 12:09:35,69
2024-12-13 12:14:36,69
2024-12-13 12:19:35,69
2024-12-13 12:24:35,69
2024-12-13 12:29:35,68.5
2024-12-13 12:34:35,68.5
2024-12-13 12:39:35,69
2024-12-13 12:44:35,69
2024-12-13 12:49:35,69
2024-12-13 12:54:35,68.5
2024-12-13 12:59:35,68.5
2024-12-13 13:04:35,69
2024-12-13 13:09:35,69
2024-12-13 13:14:35,69
2024-12-13 13:19:35,68.5
2024-12-13 13:24:35,69
2024-12-13 13:29:35,69
2024-12-13 13:34:35,68.5
2024-12-13 13:39:35,68.5
2024-12-13 13:44:35,69
2024-12-13 13:49:35,69
2024-12-13 13:54:35,68.5
2024-12-13 13:59:35,68.5
2024-12-13 14:04:35,69
2024-12-13 14:09:35,69
2024-12-13 14:14:35,68.5
2024-12-13 14:19:35,69
2024-12-13 14:24:35,69
2024-12-13 14:29:35,69
2024-12-13 14:34:35,69
2024-12-13 14:39:35,69
2024-12-13 14:44:35,69
2024-12-13 14:49:35,69
2024-12-13 14:54:35,69
2024-12-13 14:59:36,69
2024-12-13 15:04:35,69
2024-12-13 15:09:35,69
2024-12-13 15:14:35,69
2024-12-13 15:19:35,69
2024-12-13 15:24:35,68.5
2024-12-13 15:29:35,69
2024-12-13 15:34:35,69
2024-12-13 15:39:35,69
2024-12-13 15:44:35,69
2024-12-13 15:49:35,69
2024-12-13 15:54:35,69
2024-12-13 15:59:35,69
2024-12-13 16:04:34,69
2024-12-13 16:09:34,69
2024-12-13 16:14:34,69
2024-12-13 16:19:34,69
2024-12-13 16:24:34,69
2024-12-13 16:29:34,69
2024-12-13 16:34:34,69
2024-12-13 16:39:34,69
2024-12-13 16:44:34,69
2024-12-13 16:49:34,69
2024-12-13 16:54:34,69
2024-12-13 16:59:34,69
2024-12-13 17:04:34,69
2024-12-13 17:09:34,69
2024-12-13 17:14:34,69
2024-12-13 17:19:34,69
2024-12-13 17:24:34,68.5
2024-12-13 17:29:34,69
2024-12-13 17:34:34,69
2024-12-13 17:39:34,69
2024-12-13 17:44:34,68.5
2024-12-13 17:49:34,69
2024-12-13 17:54:34,69
2024-12-13 17:59:34,69
2024-12-13 18:04:34,69
2024-12-13 18:09:34,69
2024-12-13 18:14:34,69
2024-12-13 18:19:34,69
2024-12-13 18:24:34,69
2024-12-13 18:29:34,69
2024-12-13 18:34:34,69
2024-12-13 18:39:34,69
2024-12-13 18:44:34,68.5
2024-12-13 18:49:34,68.5
2024-12-13 18:54:34,69
2024-12-13 18:59:34,69
2024-12-13 19:04:34,68.5
2024-12-13 19:09:34,68.5
2024-12-13 19:14:34,69
2024-12-13 19:19:34,69
2024-12-13 19:24:34,69
2024-12-13 19:29:34,69
2024-12-13 19:34:34,69
2024-12-13 19:39:34,69
2024-12-13 19:44:34,69
2024-12-13 19:49:34,69
2024-12-13 19:54:34,69
2024-12-13 19:59:34,69
2024-12-13 20:04:34,69
2024-12-13 20:09:34,69
2024-12-13 20:14:34,69
2024-12-13 20:19:34,68.5
2024-12-13 20:24:34,68.5
2024-12-13 20:29:34,69
2024-12-13 20:34:34,69
2024-12-13 20:39:34,69
2024-12-13 20:44:34,68.5
2024-12-13 20:49:34,68.5
2024-12-13 20:54:34,69
2024-12-13 20:59:34,69
2024-12-13 21:04:34,68.5
2024-12-13 21:09:34,68.5
2024-12-13 21:14:34,69
2024-12-13 21:19:34,69
2024-12-13 21:24:34,69
2024-12-13 21:29:34,69
2024-12-13 21:34:34,69
2024-12-13 21:39:34,69
2024-12-13 21:44:34,69
2024-12-13 21:49:34,69
2024-12-13 21:54:34,69
2024-12-13 21:59:34,69
2024-12-13 22:04:34,69
2024-12-13 22:09:34,69
2024-12-13 22:14:34,69
2024-12-13 22:19:34,69
2024-12-13 22:24:34,69
2024-12-13 22:29:34,69
2024-12-13 22:34:34,69
2024-12-13 22:39:34,69
2024-12-13 22:44:34,69
2024-12-13 22:49:34,69
2024-12-13 22:54:34,69
2024-12-13 22:59:35,69
2024-12-13 23:04:34,69
2024-12-13 23:09:34,69
2024-12-13 23:14:34,69
2024-12-13 23:19:34,69
2024-12-13 23:24:34,69
2024-12-13 23:29:34,69
2024-12-13 23:34:34,69
2024-12-13 23:39:34,69
2024-12-13 23:44:34,69
2024-12-13 23:49:34,69
2024-12-13 23:54:34,69
2024-12-13 23:59:34,69
2024-12-14 00:04:34,69
2024-12-14 00:09:34,69
2024-12-14 00:14:34,69
2024-12-14 00:19:34,69
2024-12-14 00:24:34,69
2024-12-14 00:29:34,69
2024-12-14 00:34:34,69
2024-12-14 00:39:34,69
2024-12-14 00:44:34,69
2024-12-14 00:49:34,69
2024-12-14 00:54:34,69
2024-12-14 00:59:34,69
2024-12-14 01:04:34,69
2024-12-14 01:09:34,69
2024-12-14 01:14:34,69
2024-12-14 01:19:34,69
2024-12-14 01:24:34,69
2024-12-14 01:29:34,69
2024-12-14 01:34:34,69
2024-12-14 01:39:34,69
2024-12-14 01:44:34,69
2024-12-14 01:49:34,69
2024-12-14 01:54:34,69
2024-12-14 01:59:34,69
2024-12-14 02:04:34,69
2024-12-14 02:09:34,69
2024-12-14 02:14:34,69
2024-12-14 02:19:34,69.5
2024-12-14 02:24:34,69.5
2024-12-14 02:29:34,69.5
2024-12-14 02:34:34,69.5
2024-12-14 02:39:34,69.5
2024-12-14 02:44:34,69.5
2024-12-14 02:49:34,69.5
2024-12-14 02:54:34,69.5
2024-12-14 02:59:34,69.5
2024-12-14 03:04:34,69.5
2024-12-14 03:09:34,69.5
2024-12-14 03:14:34,69.5
2024-12-14 03:19:34,69.5
2024-12-14 03:24:34,69.5
2024-12-14 03:29:34,69.5
2024-12-14 03:34:34,69.5
2024-12-14 03:39:34,69.5
2024-12-14 03:44:34,69.5
2024-12-14 03:49:34,69.5
2024-12-14 03:54:34,69.5
2024-12-14 03:59:34,69.5
2024-12-14 04:04:34,69.5
2024-12-14 04:09:34,69.5
2024-12-14 04:14:34,69.5
2024-12-14 04:19:34,69.5
2024-12-14 04:24:34,69.5
2024-12-14 04:29:34,69.5
2024-12-14 04:34:34,69
2024-12-14 04:39:34,69.5
2024-12-14 04:44:34,69.5
2024-12-14 04:49:34,69.5
2024-12-14 04:54:34,69.5
2024-12-14 04:59:34,69.5
2024-12-14 05:04:34,69.5
2024-12-14 05:09:34,69.5
2024-12-14 05:14:34,69.5
2024-12-14 05:19:34,69
2024-12-14 05:24:34,69.5
2024-12-14 05:29:34,69.5
2024-12-14 05:34:34,69.5
2024-12-14 05:39:34,69.5
2024-12-14 05:44:34,69.5
2024-12-14 05:49:34,69.5
2024-12-14 05:54:34,69
2024-12-14 05:59:34,69.5
2024-12-14 06:04:34,69.5
2024-12-14 06:09:34,69
2024-12-14 06:14:34,69
2024-12-14 06:19:34,69
2024-12-14 06:24:34,69
2024-12-14 06:29:34,69
2024-12-14 06:34:34,69
2024-12-14 06:39:34,69
2024-12-14 06:44:34,69
2024-12-14 06:49:34,68.5
2024-12-14 06:54:34,68.5
2024-12-14 06:59:34,69
2024-12-14 07:04:34,69
2024-12-14 07:09:34,68.5
2024-12-14 07:14:34,68.5
2024-12-14 07:19:34,69
2024-12-14 07:24:34,69
2024-12-14 07:29:34,69
2024-12-14 07:34:34,68.5
2024-12-14 07:39:34,69
2024-12-14 07:44:34,69
2024-12-14 07:49:34,69
2024-12-14 07:54:34,68.5
2024-12-14 07:59:34,69
2024-12-14 08:04:34,69
2024-12-14 08:09:34,69
2024-12-14 08:14:34,69
2024-12-14 08:19:34,69
2024-12-14 08:24:34,69
2024-12-14 08:29:34,69
2024-12-14 08:34:34,69
2024-12-14 08:39:34,69
2024-12-14 08:44:34,69
2024-12-14 08:49:34,69
2024-12-14 08:54:34,69
2024-12-14 08:59:34,69
2024-12-14 09:04:34,69
2024-12-14 09:09:34,69
2024-12-14 09:14:34,69
2024-12-14 09:19:34,68.5
2024-12-14 09:24:34,68.5
2024-12-14 09:29:34,69
2024-12-14 09:34:34,69
2024-12-14 09:39:34,68.5
2024-12-14 09:44:34,69
2024-12-14 09:49:34,69
2024-12-14 09:54:34,69
2024-12-14 09:59:34,68.5
2024-12-14 10:04:34,68.5
2024-12-14 10:09:34,69
2024-12-14 10:14:34,69
2024-12-14 10:19:34,69
2024-12-14 10:24:34,69
2024-12-14 10:29:34,69
2024-12-14 10:34:34,69
2024-12-14 10:39:34,69
2024-12-14 10:44:34,68.5
2024-12-14 10:49:34,68.5
2024-12-14 10:54:34,69
2024-12-14 10:59:34,69
2024-12-14 11:04:34,69
2024-12-14 11:09:34,68.5
2024-12-14 11:14:34,68.5
2024-12-14 11:19:34,69
2024-12-14 11:24:34,69
2024-12-14 11:29:34,68.5
2024-12-14 11:34:34,68.5
2024-12-14 11:39:34,69
2024-12-14 11:44:34,69
2024-12-14 11:49:34,69
2024-12-14 11:54:34,69
2024-12-14 11:59:34,69
2024-12-14 12:04:34,69
2024-12-14 12:09:34,69
2024-12-14 12:14:34,69
2024-12-14 12:19:34,69
2024-12-14 12:24:34,69
2024-12-14 12:29:34,69
2024-12-14 12:34:34,69
2024-12-14 12:39:34,68.5
2024-12-14 12:44:34,69
2024-12-14 12:49:34,69
2024-12-14 12:54:35,69
2024-12-14 12:59:34,68.5
2024-12-14 13:04:34,69
2024-12-14 13:09:34,69
2024-12-14 13:14:34,69
2024-12-14 13:19:34,68.5
2024-12-14 13:24:34,69
2024-12-14 13:29:34,69
2024-12-14 13:34:34,69
2024-12-14 13:39:34,69
2024-12-14 13:44:34,69
2024-12-14 13:49:34,69
2024-12-14 13:54:34,69
2024-12-14 13:59:34,68.5
2024-12-14 14:04:34,69
2024-12-14 14:09:34,69
2024-12-14 14:14:34,69
2024-12-14 14:19:34,68.5
2024-12-14 14:24:34,69
2024-12-14 14:29:34,69
2024-12-14 14:34:34,69
2024-12-14 14:39:34,68.5
2024-12-14 14:44:34,69
2024-12-14 14:49:34,69
2024-12-14 14:54:34,69
2024-12-14 14:59:34,69
2024-12-14 15:04:34,69
2024-12-14 15:09:34,69
2024-12-14 15:14:34,69
2024-12-14 15:19:34,68.5
2024-12-14 15:24:34,68.5
2024-12-14 15:29:34,69
2024-12-14 15:34:34,69
2024-12-14 15:39:34,68.5
2024-12-14 15:44:34,69
2024-12-14 15:49:34,69
2024-12-14 15:54:34,69
2024-12-14 15:59:33,68.5
2024-12-14 16:04:33,69
2024-12-14 16:09:33,69
2024-12-14 16:14:33,68.5
2024-12-14 16:19:33,68.5
2024-12-14 16:24:33,69
2024-12-14 16:29:33,69
2024-12-14 16:34:33,68.5
2024-12-14 16:39:33,68.5
2024-12-14 16:44:33,69
2024-12-14 16:49:33,69
2024-12-14 16:54:33,68.5
2024-12-14 16:59:33,68.5
2024-12-14 17:04:33,69
2024-12-14 17:09:33,69
2024-12-14 17:14:33,69
2024-12-14 17:19:33,69
2024-12-14 17:24:33,68.5
2024-12-14 17:29:33,69
2024-12-14 17:34:33,69
2024-12-14 17:39:33,69
2024-12-14 17:44:33,68.5
2024-12-14 17:49:33,69
2024-12-14 17:54:33,69
2024-12-14 17:59:33,69
2024-12-14 18:04:33,68.5
2024-12-14 18:09:34,68.5
2024-12-14 18:14:33,69
2024-12-14 18:19:33,69
2024-12-14 18:24:33,69
2024-12-14 18:29:33,69
2024-12-14 18:34:33,69
2024-12-14 18:39:33,69
2024-12-14 18:44:33,69
2024-12-14 18:49:33,68.5
2024-12-14 18:54:33,69
2024-12-14 18:59:33,69
2024-12-14 19:04:33,69
2024-12-14 19:09:33,68.5
2024-12-14 19:14:33,68.5
2024-12-14 19:19:33,69
2024-12-14 19:24:34,69
2024-12-14 19:29:33,69
2024-12-14 19:34:33,68.5
2024-12-14 19:39:33,69
2024-12-14 19:44:33,69
2024-12-14 19:49:33,69
2024-12-14 19:54:33,69
2024-12-14 19:59:33,68.5
2024-12-14 20:04:33,69
2024-12-14 20:09:33,69
2024-12-14 20:14:33,69
2024-12-14 20:19:33,69
2024-12-14 20:24:33,69
2024-12-14 20:29:33,69
2024-12-14 20:34:33,68.5
2024-12-14 20:39:33,68.5
2024-12-14 20:44:33,69
2024-12-14 20:49:33,69
2024-12-14 20:54:33,68.5
2024-12-14 20:59:33,68.5
2024-12-14 21:04:33,69
2024-12-14 21:09:33,69
2024-12-14 21:14:33,69
2024-12-14 21:19:33,68.5
2024-12-14 21:24:33,69
2024-12-14 21:29:33,69
2024-12-14 21:34:33,69
2024-12-14 21:39:33,68.5
2024-12-14 21:44:33,69
2024-12-14 21:49:34,69
2024-12-14 21:54:33,69
2024-12-14 21:59:33,68.5
2024-12-14 22:04:33,69
2024-12-14 22:09:33,69
2024-12-14 22:14:33,69
2024-12-14 22:19:33,69
2024-12-14 22:24:32,69
2024-12-14 22:29:32,69
2024-12-14 22:34:32,69
2024-12-14 22:39:32,69
2024-12-14 22:44:32,69
2024-12-14 22:49:32,69
2024-12-14 22:54:32,69
2024-12-14 22:59:32,69
2024-12-14 23:04:32,69
2024-12-14 23:09:32,69
2024-12-14 23:14:32,69
2024-12-14 23:19:32,69
2024-12-14 23:24:32,69
2024-12-14 23:29:32,69
2024-12-14 23:34:32,69
2024-12-14 23:39:32,69
2024-12-14 23:44:32,69
2024-12-14 23:49:32,69
2024-12-14 23:54:32,69
2024-12-14 23:59:32,69
2024-12-15 00:04:32,69
2024-12-15 00:09:32,69
2024-12-15 00:14:32,69
2024-12-15 00:19:32,69
2024-12-15 00:24:32,69
2024-12-15 00:29:32,69
2024-12-15 00:34:32,69
2024-12-15 00:39:32,69
2024-12-15 00:44:32,69
2024-12-15 00:49:32,69
2024-12-15 00:54:32,69
2024-12-15 00:59:32,69
2024-12-15 01:04:32,69
2024-12-15 01:09:32,69
2024-12-15 01:14:32,69
2024-12-15 01:19:32,69
2024-12-15 01:24:33,69
2024-12-15 01:29:32,69
2024-12-15 01:34:32,69
2024-12-15 01:39:32,69
2024-12-15 01:44:32,69
2024-12-15 01:49:32,69
2024-12-15 01:54:32,69
2024-12-15 01:59:32,69
2024-12-15 02:04:32,69
2024-12-15 02:09:32,69
2024-12-15 02:14:32,69
2024-12-15 02:19:32,69
2024-12-15 02:24:32,69
2024-12-15 02:29:32,69
2024-12-15 02:34:32,69
2024-12-15 02:39:32,69
2024-12-15 02:44:32,69
2024-12-15 02:49:32,69
2024-12-15 02:54:32,69
2024-12-15 02:59:32,69
2024-12-15 03:04:32,69
2024-12-15 03:09:32,69
2024-12-15 03:14:32,69
2024-12-15 03:19:32,69
2024-12-15 03:24:32,69
2024-12-15 03:29:32,69
2024-12-15 03:34:32,69.5
2024-12-15 03:39:32,69.5
2024-12-15 03:44:32,69.5
2024-12-15 03:49:32,69.5
2024-12-15 03:54:32,69
2024-12-15 03:59:32,69
2024-12-15 04:04:32,69.5
2024-12-15 04:09:32,69.5
2024-12-15 04:14:32,69
2024-12-15 04:19:32,69
2024-12-15 04:24:32,69.5
2024-12-15 04:29:32,69
2024-12-15 04:34:32,69
2024-12-15 04:39:32,69.5
2024-12-15 04:44:32,69.5
2024-12-15 04:49:32,69
2024-12-15 04:54:32,69.5
2024-12-15 04:59:32,69.5
2024-12-15 05:04:32,69.5
2024-12-15 05:09:32,69.5
2024-12-15 05:14:32,69.5
2024-12-15 05:19:32,69.5
2024-12-15 05:24:32,69.5
2024-12-15 05:29:32,69.5
2024-12-15 05:34:32,69.5
2024-12-15 05:39:32,69.5
2024-12-15 05:44:32,69.5
2024-12-15 05:49:32,69.5
2024-12-15 05:54:32,69.5
2024-12-15 05:59:32,69.5
2024-12-15 06:04:32,69.5
2024-12-15 06:09:32,69.5
2024-12-15 06:14:32,69
2024-12-15 06:19:32,69
2024-12-15 06:24:32,69
2024-12-15 06:29:32,69
2024-12-15 06:34:32,68.5
2024-12-15 06:39:32,69
2024-12-15 06:44:32,69
2024-12-15 06:49:32,69
2024-12-15 06:54:32,69
2024-12-15 06:59:32,68.5
2024-12-15 07:04:32,69
2024-12-15 07:09:32,69
2024-12-15 07:14:32,69
2024-12-15 07:19:32,68.5
2024-12-15 07:24:32,68.5
2024-12-15 07:29:32,69
2024-12-15 07:34:32,69
2024-12-15 07:39:32,68.5
2024-12-15 07:44:32,69
2024-12-15 07:49:32,69
2024-12-15 07:54:32,69
2024-12-15 07:59:32,68.5
2024-12-15 08:04:32,69
2024-12-15 08:09:32,69
2024-12-15 08:14:32,69
2024-12-15 08:19:32,69
2024-12-15 08:24:32,68.5
2024-12-15 08:29:32,69
2024-12-15 08:34:32,69
2024-12-15 08:39:32,69
2024-12-15 08:44:32,68.5
2024-12-15 08:49:33,68.5
2024-12-15 08:54:32,69
2024-12-15 08:59:32,69
2024-12-15 09:04:32,69
2024-12-15 09:09:32,69
2024-12-15 09:14:32,69
2024-12-15 09:19:32,69
2024-12-15 09:24:32,68.5
2024-12-15 09:29:32,68.5
2024-12-15 09:34:32,69
2024-12-15 09:39:32,69
2024-12-15 09:44:32,69
2024-12-15 09:49:32,69
2024-12-15 09:54:32,69
2024-12-15 09:59:32,68.5
2024-12-15 10:04:32,69
2024-12-15 10:09:32,69
2024-12-15 10:14:32,69
2024-12-15 10:19:32,68.5
2024-12-15 10:24:32,68.5
2024-12-15 10:29:32,69
2024-12-15 10:34:32,69
2024-12-15 10:39:32,69
2024-12-15 10:44:32,68.5
2024-12-15 10:49:32,69
2024-12-15 10:54:32,69
2024-12-15 10:59:32,69
2024-12-15 11:04:32,68.5
2024-12-15 11:09:32,69
2024-12-15 11:14:32,69
2024-12-15 11:19:33,69
2024-12-15 11:24:32,68.5
2024-12-15 11:29:32,69
2024-12-15 11:34:32,69
2024-12-15 11:39:32,69
2024-12-15 11:44:32,68.5
2024-12-15 11:49:32,69
2024-12-15 11:54:32,69
2024-12-15 11:59:32,69
2024-12-15 12:04:32,68.5
2024-12-15 12:09:32,69
2024-12-15 12:14:32,69
2024-12-15 12:19:32,68.5
2024-12-15 12:24:32,68.5
2024-12-15 12:29:32,69
2024-12-15 12:34:32,69
2024-12-15 12:39:32,69
2024-12-15 12:44:32,68.5
2024-12-15 12:49:32,69
2024-12-15 12:54:32,69
2024-12-15 12:59:32,69
2024-12-15 13:04:32,68.5
2024-12-15 13:09:32,68.5
2024-12-15 13:14:32,69
2024-12-15 13:19:32,69
2024-12-15 13:24:32,68.5
2024-12-15 13:29:32,68.5
2024-12-15 13:34:32,69
2024-12-15 13:39:32,69
2024-12-15 13:44:33,69
2024-12-15 13:49:32,69
2024-12-15 13:54:32,68.5
2024-12-15 13:59:32,69
2024-12-15 14:04:32,69
2024-12-15 14:09:32,69
2024-12-15 14:14:32,69
2024-12-15 14:19:32,69
2024-12-15 14:24:32,69
2024-12-15 14:29:32,68.5
2024-12-15 14:34:32,69
2024-12-15 14:39:32,69
2024-12-15 14:44:32,69
2024-12-15 14:49:32,68.5
2024-12-15 14:54:32,69
2024-12-15 14:59:32,69
2024-12-15 15:04:32,69
2024-12-15 15:09:32,68.5
2024-12-15 15:14:32,69
2024-12-15 15:19:32,69
2024-12-15 15:24:32,69
2024-12-15 15:29:32,69
2024-12-15 15:34:32,68.5
2024-12-15 15:39:32,69
2024-12-15 15:44:32,69
2024-12-15 15:49:32,69
2024-12-15 15:54:32,69
2024-12-15 15:59:32,68.5
2024-12-15 16:04:32,68.5
2024-12-15 16:09:32,69
2024-12-15 16:14:32,69
2024-12-15 16:19:32,69
2024-12-15 16:24:32,68.5
2024-12-15 16:29:32,69
2024-12-15 16:34:32,69
2024-12-15 16:39:32,69
2024-12-15 16:44:32,68.5
2024-12-15 16:49:32,69
2024-12-15 16:54:32,69
2024-12-15 16:59:32,69
2024-12-15 17:04:32,68.5
2024-12-15 17:09:32,69
2024-12-15 17:14:32,69
2024-12-15 17:19:32,69
2024-12-15 17:24:32,68.5
2024-12-15 17:29:32,68.5
2024-12-15 17:34:32,69
2024-12-15 17:39:32,69
2024-12-15 17:44:32,69
2024-12-15 17:49:32,69
2024-12-15 17:54:32,69
2024-12-15 17:59:32,69
2024-12-15 18:04:32,68.5
2024-12-15 18:09:32,69
2024-12-15 18:14:32,69
2024-12-15 18:19:32,69
2024-12-15 18:24:32,68.5
2024-12-15 18:29:32,68.5
2024-12-15 18:34:32,69
2024-12-15 18:39:32,69
2024-12-15 18:44:32,69
2024-12-15 18:49:32,68.5
2024-12-15 18:54:32,68.5
2024-12-15 18:59:32,69
2024-12-15 19:04:32,69
2024-12-15 19:09:32,68.5
2024-12-15 19:14:32,68.5
2024-12-15 19:19:32,69
2024-12-15 19:24:32,69
2024-12-15 19:29:32,69
2024-12-15 19:34:32,69
2024-12-15 19:39:32,69
2024-12-15 19:44:32,69
2024-12-15 19:49:32,69
2024-12-15 19:54:32,69
2024-12-15 19:59:32,68.5
2024-12-15 20:04:32,68.5
2024-12-15 20:09:32,69
2024-12-15 20:14:32,69
2024-12-15 20:19:32,69
2024-12-15 20:24:32,69
2024-12-15 20:29:32,69
2024-12-15 20:34:32,69
2024-12-15 20:39:32,69
2024-12-15 20:44:32,69
2024-12-15 20:49:32,68.5
2024-12-15 20:54:32,68.5
2024-12-15 20:59:32,69
2024-12-15 21:04:32,69
2024-12-15 21:09:32,68.5
2024-12-15 21:14:32,68.5
2024-12-15 21:19:32,69
2024-12-15 21:24:32,69
2024-12-15 21:29:32,69
2024-12-15 21:34:32,68.5
2024-12-15 21:39:32,69
2024-12-15 21:44:32,69
2024-12-15 21:49:32,69
2024-12-15 21:54:32,68.5
2024-12-15 21:59:32,69
2024-12-15 22:04:32,69
2024-12-15 22:09:32,69
2024-12-15 22:14:32,69
2024-12-15 22:19:32,69
2024-12-15 22:24:32,69
2024-12-15 22:29:32,69
2024-12-15 22:34:32,69
2024-12-15 22:39:32,69
2024-12-15 22:44:32,69
2024-12-15 22:49:32,69
2024-12-15 22:54:32,69
2024-12-15 22:59:32,69
2024-12-15 23:04:32,69
2024-12-15 23:09:32,69
2024-12-15 23:14:32,69
2024-12-15 23:19:32,69
2024-12-15 23:24:32,69
